item_id,title,series_name,vol_no,edition_type,special_benefits,author,publisher,release_date,price,rating,sales_point,rank,collected_at
401460099,카구라바치 11 (더블특전판),카구라바치,11,더블특전판,"- 영웅, 초판한정 : 일러스트 시네마티켓, 선착순 더블특전 : 족자풍 책갈피 세트",호카조노 타케루,대원씨아이(만화),2026-09,5850,10.0,29910,1,2026-09-07T08:54:48+09:00
401510701,사죠 리히토의 아버지와 그의 부하 상.하 세트 - 전2권,사죠 리히토의 아버지와 그의 부하 상.하 세트 - 전2권,,,- 코믹 라르고 Comic Largo,나카무라 아스미코,조은세상(북두),2026-10,34200,,23630,2,2026-09-07T08:54:48+09:00
401348021,타몬 군 지금 어느 쪽?! 14,타몬 군 지금 어느 쪽?!,14,,,시와스 유키,학산문화사(만화),2026-09,6300,10.0,13180,3,2026-09-07T08:54:48+09:00
400315663,스파이 패밀리 17,스파이 패밀리,17,,,엔도 타츠야,학산문화사(만화),2026-08,5400,10.0,32040,4,2026-09-07T08:54:48+09:00
401406764,어제 뭐 먹었어? 25,어제 뭐 먹었어?,25,,,요시나가 후미,삼양출판사(만화),2026-08,5400,,10100,5,2026-09-07T08:54:48+09:00
400710266,야마다 군과 Lv999의 사랑을 하다 8,야마다 군과 Lv999의 사랑을 하다,8,,"- 초판 한정 특전 : 띠지, 일러스트 카드, 폴라로이드 카드",마시로,디앤씨미디어(주)(D&C미디어),2026-09,7200,10.0,19200,6,2026-09-07T08:54:48+09:00
400365190,사카모토 데이즈 27 (더블 특전판),사카모토 데이즈,27,더블 특전판,"- 자긍심, 초판 한정 띠지 + 일러스트 포스트 카드 + 일러스트 레이어 카드",스즈키 유우토,대원씨아이(만화),2026-08,5850,10.0,31860,7,2026-09-07T08:54:48+09:00
401462735,블루 아카이브 코믹 앤솔로지 VOL.6 & VOL.7 합본 세트 - 전2권,블루 아카이브 코믹 앤솔로지 VOL.6 & VOL.7 합본 세트 - 전2권,,,"- SL Comic, 초판 한정 특전 : 띠지, 폴라로이드 카드 2종, 마우스 패드",NEXON GAMES,디앤씨미디어(주)(D&C미디어),2026-09,19800,,8130,8,2026-09-07T08:54:48+09:00
400917256,마남 이치 6 (트리플 특전판),마남 이치,6,트리플 특전판,- 아크릴 일러스트 카드 2종 + 홀로그램 일러스트 카드,유사자키 시로,서울미디어코믹스(서울문화사),2026-08,6300,8.0,16570,9,2026-09-07T08:54:48+09:00
400652795,스킵과 로퍼 12,스킵과 로퍼,12,,- 시프트코믹스,타카마츠 미사키,YNK MEDIA(만화),2026-08,5400,10.0,24880,10,2026-09-07T08:54:48+09:00
400930743,아멜리아의 호기심 많은 로맨스 3,아멜리아의 호기심 많은 로맨스,3,,"- 루나 코믹스, 초판 한정 투명 pet 포토카드 1종, 양면 일러스트 카드 1종, PET 사원증 1종",코하쿠 요루,㈜소미미디어,2026-09,6300,10.0,14870,11,2026-09-07T08:54:48+09:00
401348054,오가미 츠미키와 기일상 8,오가미 츠미키와 기일상,8,,- 수량 한정 특전: 키토의 학생증+판스티커,모리시타 미유,학산문화사(만화),2026-09,5400,10.0,8480,12,2026-09-07T08:54:48+09:00
400736391,엄마가 도망갔다,엄마가 도망갔다,,,,소복이,나무의말,2026-09,17820,10.0,11840,13,2026-09-07T08:54:48+09:00
400710167,야마다 군과 Lv999의 사랑을 하다 8 (특별판),야마다 군과 Lv999의 사랑을 하다,8,특별판,"- 특별판 한정 특전 : 일반판 초판 특전, 틴케이스, 특별판 한정 엽서 4종 세트, 키캡 키링",마시로,디앤씨미디어(주)(D&C미디어),2026-09,23400,6.0,17760,14,2026-09-07T08:54:48+09:00
397412056,책이라면 팔 만큼 1,책이라면 팔 만큼,1,,,코지마 아오,미우(대원씨아이),2026-07,11700,9.6,24020,15,2026-09-07T08:54:48+09:00
401372461,악마에 입문했습니다! 이루마 군 48,악마에 입문했습니다! 이루마 군,48,,,니시 오사무,서울미디어코믹스(서울문화사),2026-09,5850,,5450,16,2026-09-07T08:54:48+09:00
400587114,봇치·더·록! 외전 히로이 키쿠리의 과음일기 6,봇치·더·록! 외전 히로이 키쿠리의 과음일기,6,,- 띠지 + 초판한정 일러스트 포토 카드 1종,쿠미쵸,대원씨아이(만화),2026-08,8100,10.0,24470,17,2026-09-07T08:54:48+09:00
399539936,명탐정 코난 108,명탐정 코난,108,,,아오야마 고쇼,서울미디어코믹스(서울문화사),2026-07,5400,9.8,21675,18,2026-09-07T08:54:48+09:00
391764120,포켓몬 생태도감,포켓몬 생태도감,,,,주식회사 포켓몬,대원씨아이(단행본),2026-04,13500,10.0,71487,19,2026-09-07T08:54:48+09:00
401372500,아케비의 세일러복 16,아케비의 세일러복,16,,,히로,서울미디어코믹스(서울문화사),2026-09,7650,10.0,4270,20,2026-09-07T08:54:48+09:00
400909479,킹덤 Kingdom 78,킹덤 Kingdom,78,,,하라 야스히사,대원씨아이(만화),2026-08,5400,,8540,21,2026-09-07T08:54:48+09:00
400315752,디그 잇 3 (더블특전판),디그 잇,3,더블특전판,- 수량 한정 더블 특전 : 비주얼 보드 + 스포츠 선수 카드,Yoshidamaru,학산문화사(만화),2026-08,6300,,16810,22,2026-09-07T08:54:48+09:00
400246381,황천의 츠가이 12 (더블특전판),황천의 츠가이,12,더블특전판,- 초판한정 : 일러스트 포스트카드 1종 + 일러스트 pp카드 1종,아라카와 히로무,대원씨아이(만화),2026-08,5850,10.0,15010,23,2026-09-07T08:54:48+09:00
401247590,"달은 차고 이지러져, 짐승의 사랑 신장판 (특장판)","달은 차고 이지러져, 짐승의 사랑 신장판",,특장판,"- 작가님 사인 아크릴 카드 + 일러스트 카드 2종 + 이중 커버, 라르고 맥스 Largo Max",노지로 구리,조은세상(북두),2026-09,11700,10.0,4070,24,2026-09-07T08:54:48+09:00
396103290,패밀리 레스토랑 가자. 下,패밀리 레스토랑 가자. 下,,,- 완결,와야마 야마,문학동네,2026-06,7650,9.8,61090,25,2026-09-07T08:54:48+09:00
400544318,마법소녀를 동경해서 7 (더블특전판),마법소녀를 동경해서,7,더블특전판,- 띠지 + 초판한정 일러스트 카드 1종 + 더블특전 SD 스티커,오노나카 아키히로,대원씨아이(만화),2026-08,6750,,10400,26,2026-09-07T08:54:48+09:00
401463180,지뢰인가요? 치하라 양 1,지뢰인가요? 치하라 양,1,,"- SL Comic, 초판 한정 특전 : 띠지, PET 스탠드, SD 스티커",룡,디앤씨미디어(주)(D&C미디어),2026-09,6300,,3900,27,2026-09-07T08:54:48+09:00
399974125,타몬 군 지금 어느 쪽?! 13 (한정판),타몬 군 지금 어느 쪽?!,13,한정판,- 후쿠하라 타몬 2nd 사진집 + 후쿠하라 타몬 사인 포토카드 + 일러스트 카드,시와스 유키,학산문화사(만화),2026-08,12600,10.0,18460,28,2026-09-07T08:54:48+09:00
400714329,패배 히로인이 너무 많아! 8.5,패배 히로인이 너무 많아! 8.5,,,"- Novel Engine, 초판한정 특별부록 : 띠지 + 일러스트 카드",아마모리 타키비,데이즈엔터(주),2026-09,7200,,9770,29,2026-09-07T08:54:48+09:00
400547759,모모세 아키라의 첫사랑 파탄 중 6 (트리플 특전판),모모세 아키라의 첫사랑 파탄 중,6,트리플 특전판,- 스페셜 아크릴 일러스트 카드 1종 + 양면 일러스트 카드 2종,하레카와 신타,서울미디어코믹스(서울문화사),2026-08,6750,10.0,12100,30,2026-09-07T08:54:48+09:00
399973871,옆자리 녀석이 그런 눈으로 쳐다본다 4 (더블특전판),옆자리 녀석이 그런 눈으로 쳐다본다,4,더블특전판,- 수량 한정 더블 특전 : 폴라로이드 에구치 ANGEL Ver + 이케자와 DEVIL Ver,mmk,학산문화사(만화),2026-08,6300,,10610,31,2026-09-07T08:54:48+09:00
395946461,원피스 114,원피스,114,,- 초판한정 띠지 + 일러스트 카드 1종,오다 에이치로,대원씨아이(만화),2026-06,5850,10.0,41845,32,2026-09-07T08:54:48+09:00
401063905,블리치 리믹스 17,블리치 리믹스,17,,,쿠보 타이토,서울미디어코믹스(서울문화사),2026-08,10800,,9100,33,2026-09-07T08:54:48+09:00
401463402,지뢰인가요? 치하라 양 2,지뢰인가요? 치하라 양,2,,"- SL Comic, 초판 한정 특전 : 띠지, 포토 카드, SD 스티커",룡,디앤씨미디어(주)(D&C미디어),2026-09,6300,,3760,34,2026-09-07T08:54:48+09:00
400586243,단다단 21,단다단,21,,,타츠 유키노부,대원씨아이(만화),2026-08,5400,10.0,9840,35,2026-09-07T08:54:48+09:00
401063751,요괴소년 호야 완전판 4,요괴소년 호야 완전판,4,,,후지타 카즈히로,서울미디어코믹스(서울문화사),2026-08,14400,,4530,36,2026-09-07T08:54:48+09:00
396141385,사카모토 데이즈 26 (더블 특전판),사카모토 데이즈,26,더블 특전판,- 원정 / 띠지 + 일러스트 포스트 카드 + 사카모토 상점 양면 어나더커버,스즈키 유우토,대원씨아이(만화),2026-06,5850,9.2,22975,37,2026-09-07T08:54:48+09:00
399973794,봄의 폭풍과 몬스터 9,봄의 폭풍과 몬스터,9,,,미츠바치 미유키,학산문화사(만화),2026-08,6300,10.0,15030,38,2026-09-07T08:54:48+09:00
400708725,3월의 벽력 2,3월의 벽력,2,,,이케 준코,대원씨아이(만화),2026-08,5400,,7180,39,2026-09-07T08:54:48+09:00
401049295,야화첩 9,야화첩,9,,"- 초판 한정: 띠지, 포토카드 2종",변덕,레진코믹스(레진엔터테인먼트),2026-08,14400,,4660,40,2026-09-07T08:54:48+09:00
401047773,야화첩 8,야화첩,8,,"- 초판 한정: 띠지, 포토카드 1종, PET 책갈피 1종",변덕,레진코믹스(레진엔터테인먼트),2026-08,14400,,4720,41,2026-09-07T08:54:48+09:00
399925336,팬텀 버스터즈 7,팬텀 버스터즈,7,,- S코믹스,네오쇼코,㈜소미미디어,2026-08,5850,10.0,16495,42,2026-09-07T08:54:48+09:00
400977703,나의 첫 섹파 2,나의 첫 섹파,2,,,유리카와,재담,2026-08,6300,,4920,43,2026-09-07T08:54:48+09:00
401325991,도원암귀 26,도원암귀,26,,- S코믹스,우루시바라 유라,㈜소미미디어,2026-09,6300,10.0,2770,44,2026-09-07T08:54:48+09:00
395510885,슈퍼 뒤에서 담배 피우는 두 사람 8,슈퍼 뒤에서 담배 피우는 두 사람,8,,- SL Comic,지누시,디앤씨미디어(주)(D&C미디어),2026-06,6300,9.9,12605,45,2026-09-07T08:54:48+09:00
400328644,요리 군과 다시 만날 수는 없어! 2,요리 군과 다시 만날 수는 없어!,2,,"- 초판 한정 특전 : 일러스트 카드, 접이식 아크릴 스탠드",Sumio Hataya,서울미디어코믹스(서울문화사),2026-08,5850,10.0,9560,46,2026-09-07T08:54:48+09:00
400980916,꿈인지 생시인지 4,꿈인지 생시인지,4,,,사키사카 이오,대원씨아이(만화),2026-08,5850,,4870,47,2026-09-07T08:54:48+09:00
400713407,이세계 삼촌 14,이세계 삼촌,14,,"- 픽시하우스, 초판한정 특별부록 : 일러스트 카드 + 띠지",호톤도신데이루,데이즈엔터(주),2026-09,7200,,5980,48,2026-09-07T08:54:48+09:00
400930547,Myther 3,Myther,3,,- S코믹스,야츠다 테키,㈜소미미디어,2026-09,7200,,4000,49,2026-09-07T08:54:48+09:00
401041190,참을 수 없는 건 사랑인 걸까 6,참을 수 없는 건 사랑인 걸까,6,,,소라하나 미아,대원씨아이(만화),2026-08,5850,,3280,50,2026-09-07T08:54:48+09:00
393688901,카구라바치 10 (트리플특전판),카구라바치,10,트리플특전판,- 초판한정 일러스트 시네마티켓 + 애니메이션 KV카드 + 검사들 일러스트카드,호카조노 타케루,대원씨아이(만화),2026-05,5850,9.8,20655,51,2026-09-07T08:54:48+09:00
290092090,아이다이로 화집 지박소년 하나코 군,아이다이로 화집 지박소년 하나코 군,,,,아이다이로,서울미디어코믹스(서울문화사),2022-03,16200,10.0,4905,52,2026-09-07T08:54:48+09:00
398419129,황천의 츠가이 11 (더블특전판),황천의 츠가이,11,더블특전판,,아라카와 히로무,대원씨아이(만화),2026-07,5850,9.8,11445,53,2026-09-07T08:54:48+09:00
398309482,요리 군과 다시 만날 수는 없어! 1,요리 군과 다시 만날 수는 없어!,1,,"- 초판 한정 특전 : 양면 일러스트 카드, 접이식 아크릴 스탠드",Sumio Hataya,서울미디어코믹스(서울문화사),2026-07,5850,10.0,10140,54,2026-09-07T08:54:48+09:00
399975177,GACHIAKUTA 18,GACHIAKUTA,18,,,케이 우라나,학산문화사(만화),2026-08,6300,,8740,55,2026-09-07T08:54:48+09:00
394695719,옆자리 녀석이 그런 눈으로 쳐다본다 3 (더블특전판),옆자리 녀석이 그런 눈으로 쳐다본다,3,더블특전판,- 수량 한정 더블 특전: 포토카드 + 증명사진,mmk,학산문화사(만화),2026-06,6300,9.3,7545,56,2026-09-07T08:54:48+09:00
399974190,타몬 군 지금 어느 쪽?! 13,타몬 군 지금 어느 쪽?!,13,,- 수량 한정 특전 : 일러스트 카드,시와스 유키,학산문화사(만화),2026-08,6300,10.0,6440,57,2026-09-07T08:54:48+09:00
400544538,비실비실 선생님 16,비실비실 선생님,16,,- 띠지 + 초판한정 일러스트 폴라로이드 카드 1종,후쿠치 카미오,대원씨아이(만화),2026-08,5850,10.0,9520,58,2026-09-07T08:54:48+09:00
401345122,환생했는데 제7왕자라 내맘대로 마술을 연마합니다 22,환생했는데 제7왕자라 내맘대로 마술을 연마합니다,22,,,코쿠자와 요스케,학산문화사(만화),2026-09,5400,,2000,59,2026-09-07T08:54:48+09:00
395945176,나츠메 우인장 32,나츠메 우인장,32,,,미도리카와 유키,학산문화사(만화),2026-06,5400,8.4,11895,60,2026-09-07T08:54:48+09:00
400594188,노아 선배는 친구 10,노아 선배는 친구,10,,,아키야마 엔마,서울미디어코믹스(서울문화사),2026-08,5850,,6190,61,2026-09-07T08:54:48+09:00
401041191,너를 잊을 사랑이 하고 싶어 7,너를 잊을 사랑이 하고 싶어,7,,,유우키 하루,대원씨아이(만화),2026-08,5850,,3100,62,2026-09-07T08:54:48+09:00
401131950,패배 히로인이 너무 많아! @comic 5,패배 히로인이 너무 많아! @comic,5,,,이타치,재담,2026-08,6300,,2720,63,2026-09-07T08:54:48+09:00
401345052,사랑이 없으면 아이돌은 할 수 없어 4,사랑이 없으면 아이돌은 할 수 없어,4,,,키타가와 유카,학산문화사(만화),2026-09,6300,10.0,2100,64,2026-09-07T08:54:48+09:00
400545480,전지적 독자 시점 20,전지적 독자 시점,20,,- 초판 한정 캐릭터 카드 1종 + 특전 엽서 1종,슬리피-C,에이템포미디어,2026-08,14850,,7470,65,2026-09-07T08:54:48+09:00
400707875,언니의 미도리 군 9,언니의 미도리 군,9,,,메구로 아무,대원씨아이(만화),2026-08,4950,,5790,66,2026-09-07T08:54:48+09:00
401421070,여장 남자는 스커트를 벗고 싶어! 5,여장 남자는 스커트를 벗고 싶어!,5,,,Shinagire,서울미디어코믹스(서울문화사),2026-09,5850,,2400,67,2026-09-07T08:54:48+09:00
401345344,스물과 성수 7,스물과 성수,7,,- 완결,소라가미 세이,학산문화사(만화),2026-09,5400,10.0,2020,68,2026-09-07T08:54:48+09:00
290886787,룩 백,룩 백,,,,후지모토 타츠키,학산문화사(만화),2022-03,5400,9.5,35495,69,2026-09-07T08:54:48+09:00
396452830,원펀맨 One Punch Man 35,원펀맨 One Punch Man,35,,- 만나서는 안 될 녀석,ONE,대원씨아이(만화),2026-06,5400,9.5,15760,70,2026-09-07T08:54:48+09:00
397047378,반딧불이의 혼례 11,반딧불이의 혼례,11,,,타치바나 오레코,서울미디어코믹스(서울문화사),2026-06,7650,9.8,10775,71,2026-09-07T08:54:48+09:00
400922115,순정 갸루는 여친은 아니지만,순정 갸루는 여친은 아니지만,,,- S 블랙,미우라 미우,㈜소미미디어,2026-09,9000,10.0,4080,72,2026-09-07T08:54:48+09:00
395444608,장송의 프리렌 15,장송의 프리렌,15,,,야마다 카네히토,학산문화사(만화),2026-06,6300,9.7,15110,73,2026-09-07T08:54:48+09:00
309059685,판타지 배색 아이디어 사전,판타지 배색 아이디어 사전,,,- 세계관을 창조하는,사쿠라이 테루코,한즈미디어(한스미디어),2023-01,5630,10.0,5158,74,2026-09-07T08:54:48+09:00
400365247,이거 그리고 죽어 8,이거 그리고 죽어,8,,- 초판 한정 : 띠지 + 일러스트 엽서 1종,토요다 미노루,대원씨아이(만화),2026-08,5400,10.0,5010,75,2026-09-07T08:54:48+09:00
400340156,마끼아또의 일러스트 레벨업 테크닉,마끼아또의 일러스트 레벨업 테크닉,,,- 초보가 가장 많이 막히는 고민 해결집,마끼아또,AK(에이케이)커뮤니케이션즈,2026-08,19800,10.0,2910,76,2026-09-07T08:54:48+09:00
400652816,블루 피리어드 7 (더블 특전판),블루 피리어드,7,더블 특전판,"- 초판 한정 일러스트 카드 1종 + 박티켓 책갈피 1종, 시프트코믹스",야마구치 츠바사,YNK MEDIA(만화),2026-08,5400,,4130,77,2026-09-07T08:54:48+09:00
401009459,유감스러운 사랑의 주인공들 1,유감스러운 사랑의 주인공들,1,,,아와이 키사키,서울미디어코믹스(서울문화사),2026-08,5850,10.0,2840,78,2026-09-07T08:54:48+09:00
236826464,소년과 두더지와 여우와 말,소년과 두더지와 여우와 말,,,,찰리 맥커시,상상의힘,2020-04,19800,9.5,59625,79,2026-09-07T08:54:48+09:00
399583956,명탐정 코난 108 (특장판),명탐정 코난,108,특장판,- 극장판 [하이웨이의 타천사] 티저 일러스트 아크릴 스탠드 + 어나더 커버 + 트레이딩 그래픽 컬렉션 카드 8종 중 랜덤 4종,아오야마 고쇼,서울미디어코믹스(서울문화사),2026-07,19800,10.0,16080,80,2026-09-07T08:54:48+09:00
398738362,헬싱 한정판 1~5 세트 - 전5권,헬싱 한정판 1~5 세트 - 전5권,,,,히라노 코우타,AK(에이케이)커뮤니케이션즈,2026-08,67500,9.9,14760,81,2026-09-07T08:54:48+09:00
388083662,슈퍼 뒤에서 담배 피우는 두 사람 7,슈퍼 뒤에서 담배 피우는 두 사람,7,,- SL Comic,지누시,디앤씨미디어(주)(D&C미디어),2026-03,5850,9.3,11907,82,2026-09-07T08:54:48+09:00
352187592,슈퍼 뒤에서 담배 피우는 두 사람 4,슈퍼 뒤에서 담배 피우는 두 사람,4,,- SL Comic,지누시,디앤씨미디어(주)(D&C미디어),2024-11,5400,9.8,10418,83,2026-09-07T08:54:48+09:00
400707954,블루 자이언트 모멘텀 7,블루 자이언트 모멘텀,7,,,이시즈카 신이치,대원씨아이(만화),2026-08,5850,,4310,84,2026-09-07T08:54:48+09:00
400647477,만화를 잘 그리기 위한 노하우 도감,만화를 잘 그리기 위한 노하우 도감,,,,사이드랜치(Sideranch),영진.com(영진닷컴),2026-08,18000,10.0,2840,85,2026-09-07T08:54:48+09:00
360200073,슈퍼 뒤에서 담배 피우는 두 사람 5,슈퍼 뒤에서 담배 피우는 두 사람,5,,- SL Comic,지누시,디앤씨미디어(주)(D&C미디어),2025-03,5850,9.4,11687,86,2026-09-07T08:54:48+09:00
369848536,슈퍼 뒤에서 담배 피우는 두 사람 6,슈퍼 뒤에서 담배 피우는 두 사람,6,,- SL Comic,지누시,디앤씨미디어(주)(D&C미디어),2025-08,5850,10.0,10836,87,2026-09-07T08:54:48+09:00
320428870,슈퍼 뒤에서 담배 피우는 두 사람 1,슈퍼 뒤에서 담배 피우는 두 사람,1,,- SL Comic,지누시,디앤씨미디어(주)(D&C미디어),2023-07,5400,9.3,10371,88,2026-09-07T08:54:48+09:00
400594291,유치원WARS 17,유치원WARS,17,,"- 초판특전: 아크릴 일러스트 카드, 더그 일러스트 카드",You Chiba,서울미디어코믹스(서울문화사),2026-08,5400,10.0,5280,89,2026-09-07T08:54:48+09:00
401009364,소드 아트 온라인 29,소드 아트 온라인,29,,- J Novel,카와하라 레키,서울문화사,2026-08,7200,10.0,5170,90,2026-09-07T08:54:48+09:00
400647677,아이돌라트리 1,아이돌라트리,1,,- 초판 한정 띠지 + 일러스트 pet 카드 1종,호마레,대원씨아이(만화),2026-08,6300,,3750,91,2026-09-07T08:54:48+09:00
400930515,뒤에 있는 카무이 씨 1,뒤에 있는 카무이 씨,1,,- S코믹스 Red,코노시로 신코,㈜소미미디어,2026-09,6300,,2470,92,2026-09-07T08:54:48+09:00
401345069,"여친, 빌리겠습니다 45","여친, 빌리겠습니다",45,,,미야지마 레이지,학산문화사(만화),2026-09,5400,,1830,93,2026-09-07T08:54:48+09:00
401462396,일주일에 한 번 클래스메이트를 사는 이야기 1,일주일에 한 번 클래스메이트를 사는 이야기,1,,"- SL Comic, 초판 한정 특전: 띠지, 일러스트 카드 3종",미기하라,디앤씨미디어(주)(D&C미디어),2026-09,6300,,1900,94,2026-09-07T08:54:48+09:00
401345465,CAT'S EYE 캣츠 아이 완전판 12,CAT'S EYE 캣츠 아이 완전판,12,,,호조 츠카사,학산문화사(만화),2026-09,9000,10.0,1630,95,2026-09-07T08:54:48+09:00
401345421,카모노하시 론의 금단추리 18,카모노하시 론의 금단추리,18,,,아마노 아키라,학산문화사(만화),2026-09,5400,10.0,1740,96,2026-09-07T08:54:48+09:00
398962987,주술회전 모듈로 1,주술회전 모듈로,1,,- 특급 사안 /초판 한정 캐릭터 일러스트 카드 3종 + 선착순 한정 포토카드 1종,Yuji Iwasaki,서울미디어코믹스(서울문화사),2026-07,6300,9.0,25630,97,2026-09-07T08:54:48+09:00
397818232,오가미 츠미키와 기일상 7,오가미 츠미키와 기일상,7,,,모리시타 미유,학산문화사(만화),2026-07,5400,9.6,6125,98,2026-09-07T08:54:48+09:00
389928857,옆자리 녀석이 그런 눈으로 쳐다본다 2,옆자리 녀석이 그런 눈으로 쳐다본다,2,,,mmk,학산문화사(만화),2026-04,6300,9.8,6386,99,2026-09-07T08:54:48+09:00
400856630,나나 NANA 완전판 12,나나 NANA 완전판,12,,"- 초판 한정 PP엽서 1종, 포토카드 1종",야자와 아이,학산문화사(만화),2026-08,10800,,4570,100,2026-09-07T08:54:48+09:00
393769452,불가항력의 I LOVE YOU 8,불가항력의 I LOVE YOU,8,,- 초판특전 : 포토카드 3종 세트,호시노 미즈키,서울미디어코믹스(서울문화사),2026-05,5400,9.7,18310,101,2026-09-07T08:54:48+09:00
400707805,담배 고양이 6,담배 고양이,6,,,냥냥 팩토리,대원씨아이(만화),2026-08,5400,8.0,4140,102,2026-09-07T08:54:48+09:00
400921125,사망 엔딩에서 벗어난 미연시의 히로인들이 내 【일기장】을 읽고 비밀을 알아챈 듯하다 1,사망 엔딩에서 벗어난 미연시의 히로인들이 내 【일기장】을 읽고 비밀을 알아챈 듯하다,1,,- S Novel,addict,㈜소미미디어,2026-09,7650,,3590,103,2026-09-07T08:54:48+09:00
401420700,아마 그녀는 우리 형을 노리고 있을 거야 2,아마 그녀는 우리 형을 노리고 있을 거야,2,,,이세 마루노,서울미디어코믹스(서울문화사),2026-09,6300,,1610,104,2026-09-07T08:54:48+09:00
401344866,더 화이팅 신장재편판 56,더 화이팅 신장재편판,56,,"- 수량 한정 특전 : PP 카드, 띠지",모리카와 조지,학산문화사(만화),2026-09,10800,,1540,105,2026-09-07T08:54:48+09:00
401407531,소녀왕국 표류기 43,소녀왕국 표류기,43,,,후지시로 타케시,삼양출판사(만화),2026-08,4320,,1670,106,2026-09-07T08:54:48+09:00
401247989,독점 마이 히어로 15,독점 마이 히어로,15,,- 코믹 라르고 Comic Largo,아리이 메메코,조은세상(북두),2026-09,5400,,1580,107,2026-09-07T08:54:48+09:00
400647778,이토준지 자선 걸작집 Dark Colors,이토준지 자선 걸작집 Dark Colors,,,,이토 준지,미우(대원씨아이),2026-08,17100,5.0,4820,108,2026-09-07T08:54:48+09:00
298959168,아이다이로 화집 지박소년 하나코 군 2,아이다이로 화집 지박소년 하나코 군,2,,,아이다이로,서울미디어코믹스(서울문화사),2022-08,16200,,3769,109,2026-09-07T08:54:48+09:00
390779612,야마다 군과 Lv999의 사랑을 하다 7,야마다 군과 Lv999의 사랑을 하다,7,,,마시로,디앤씨미디어(주)(D&C미디어),2026-04,7200,10.0,13777,110,2026-09-07T08:54:48+09:00
395840340,마남 이치 5 (트리플 특전판),마남 이치,5,트리플 특전판,- 홀로그램 일러스트 카드 2종 + 캐릭터 일러스트 카드,유사자키 시로,서울미디어코믹스(서울문화사),2026-06,6300,9.5,12615,111,2026-09-07T08:54:48+09:00
388349614,카구라바치 9 (더블특전판),카구라바치,9,더블특전판,"- 엔텐, 일러스트 시네마 티켓 + 요도 계약자 pp 북마크",호카조노 타케루,대원씨아이(만화),2026-03,5850,,11635,112,2026-09-07T08:54:48+09:00
324439898,슈퍼 뒤에서 담배 피우는 두 사람 2,슈퍼 뒤에서 담배 피우는 두 사람,2,,- SL Comic,지누시,디앤씨미디어(주)(D&C미디어),2023-09,5400,9.4,9280,113,2026-09-07T08:54:48+09:00
399782162,흑집사 35,흑집사,35,,,토보소 야나,학산문화사(만화),2026-08,5400,,8545,114,2026-09-07T08:54:48+09:00
336001751,슈퍼 뒤에서 담배 피우는 두 사람 3,슈퍼 뒤에서 담배 피우는 두 사람,3,,- SL Comic,지누시,디앤씨미디어(주)(D&C미디어),2024-03,5400,9.8,8764,115,2026-09-07T08:54:48+09:00
400707957,여우 우리군 1 (특장판),여우 우리군,1,특장판,"- B愛 341, 일러스트 카드 5종(초회 한정 일러스트 카드 1종 포함) + 클리어 스탠드 + 스티커 + 폴라로이드형 포토카드 + 어나더 커버 + 별도 박스 포장",네아,대원씨아이(만화),2026-08,16200,10.0,3240,116,2026-09-07T08:54:48+09:00
400662227,첫사랑은 나의 오빠 2,첫사랑은 나의 오빠,2,,,카스미 유코,서울미디어코믹스(서울문화사),2026-08,5850,,3760,117,2026-09-07T08:54:48+09:00
400980854,현시연 신장판 1,현시연 신장판,1,,,키오 시모쿠,대원씨아이(만화),2026-08,13500,10.0,3070,118,2026-09-07T08:54:48+09:00
400653146,세금으로 산 책 3,세금으로 산 책,3,,- 시프트코믹스,케이야마 케이,YNK MEDIA(만화),2026-08,5850,,3150,119,2026-09-07T08:54:48+09:00
400653323,세금으로 산 책 4,세금으로 산 책,4,,- 시프트코믹스,케이야마 케이,YNK MEDIA(만화),2026-08,5850,,2990,120,2026-09-07T08:54:48+09:00
375361063,44교시 생존수업 1,44교시 생존수업,1,,,상C,네이버웹툰,2025-12,14400,,2359,121,2026-09-07T08:54:48+09:00
388016420,스파이 패밀리 16,스파이 패밀리,16,,,엔도 타츠야,학산문화사(만화),2026-03,5400,9.7,20980,122,2026-09-07T08:54:48+09:00
399781349,윈드 브레이커 15~16 세트 - 전2권,윈드 브레이커 15~16 세트 - 전2권,,,"- 초판한정부록 : 일러스트카드 1종, 아코디언카드 1종",니이 사토루,리디(RIDI),2026-08,10800,10.0,7545,123,2026-09-07T08:54:48+09:00
397904178,새벽의 연화 47,새벽의 연화,47,,,미즈호 쿠사나기,학산문화사(만화),2026-07,5400,,5685,124,2026-09-07T08:54:48+09:00
401406928,소녀왕국 표류기 42,소녀왕국 표류기,42,,,후지시로 타케시,삼양출판사(만화),2026-09,4320,,1400,125,2026-09-07T08:54:48+09:00
394124358,캐릭캐릭 체인지! Jewel Joker 주얼 조커 3,캐릭캐릭 체인지! Jewel Joker 주얼 조커,3,,- 초판 특전: 아르카나 학원 아크릴 일러스트 카드,PEACH-PIT,서울미디어코믹스(서울문화사),2026-05,5850,10.0,12810,126,2026-09-07T08:54:48+09:00
398728364,마법소녀를 동경해서 6 (더블특전판),마법소녀를 동경해서,6,더블특전판,- 초판한정 : 일러스트 카드 1종 + SD 스티커 1종,오노나카 아키히로,대원씨아이(만화),2026-07,6750,,8020,127,2026-09-07T08:54:48+09:00
